code_zone,nom_affiche,niveau,code_parent,nom_parent
MG11,Analamanga,Région,,
MG12,Vakinankaratra,Région,,
MG13,Itasy,Région,,
MG14,Bongolava,Région,,
MG21,Haute Matsiatra,Région,,
MG22,Amoron'i Mania,Région,,
MG23,Vatovavy Fitovinany,Région,,
MG24,Ihorombe,Région,,
MG25,Atsimo Atsinanana,Région,,
MG31,Atsinanana,Région,,
MG32,Analanjirofo,Région,,
MG33,Alaotra Mangoro,Région,,
MG41,Boeny,Région,,
MG42,Sofia,Région,,
MG43,Betsiboka,Région,,
MG44,Melaky,Région,,
MG51,Atsimo Andrefana,Région,,
MG52,Androy,Région,,
MG53,Anosy,Région,,
MG54,Menabe,Région,,
MG71,Diana,Région,,
MG72,Sava,Région,,
MG11101001A,1er Arrondissement,District,MG11,Analamanga
MG11101002A,2e Arrondissement,District,MG11,Analamanga
MG11101003A,3e Arrondissement,District,MG11,Analamanga
MG11101004A,4e Arrondissement,District,MG11,Analamanga
MG11101005A,5e Arrondissement,District,MG11,Analamanga
MG11101006A,6e Arrondissement,District,MG11,Analamanga
MG11102,Antananarivo Avaradrano,District,MG11,Analamanga
MG11103,Ambohidratrimo,District,MG11,Analamanga
MG11104,Ankazobe,District,MG11,Analamanga
MG11106,Manjakandriana,District,MG11,Analamanga
MG11107,Anjozorobe,District,MG11,Analamanga
MG11115,Andramasina,District,MG11,Analamanga
MG11117,Antananarivo Atsimondrano,District,MG11,Analamanga
MG12108,Antsirabe I,District,MG12,Vakinankaratra
MG12109,Betafo,District,MG12,Vakinankaratra
MG12110,Ambatolampy,District,MG12,Vakinankaratra
MG12114,Antanifotsy,District,MG12,Vakinankaratra
MG12116,Faratsiho,District,MG12,Vakinankaratra
MG12118,Antsirabe II,District,MG12,Vakinankaratra
MG12120,Mandoto,District,MG12,Vakinankaratra
MG13105,Arivonimamo,District,MG13,Itasy
MG13112,Miarinarivo,District,MG13,Itasy
MG13113,Soavinandriana,District,MG13,Itasy
MG14111,Tsiroanomandidy,District,MG14,Bongolava
MG14119,Fenoarivobe,District,MG14,Bongolava
MG21201,Fianarantsoa I,District,MG21,Haute Matsiatra
MG21205,Ambalavao,District,MG21,Haute Matsiatra
MG21208,Ambohimahasoa,District,MG21,Haute Matsiatra
MG21219,Ikalamavony,District,MG21,Haute Matsiatra
MG21220,Lalangina,District,MG21,Haute Matsiatra
MG21224,Vohibato,District,MG21,Haute Matsiatra
MG21225,Isandra,District,MG21,Haute Matsiatra
MG22202,Ambatofinandrahana,District,MG22,Amoron'i Mania
MG22203,Ambositra,District,MG22,Amoron'i Mania
MG22204,Fandriana,District,MG22,Amoron'i Mania
MG22223,Manandriana,District,MG22,Amoron'i Mania
MG23206,Ifanadiana,District,MG23,Vatovavy Fitovinany
MG23207,Nosy-Varika,District,MG23,Vatovavy Fitovinany
MG23209,Mananjary,District,MG23,Vatovavy Fitovinany
MG23210,Manakara Atsimo,District,MG23,Vatovavy Fitovinany
MG23211,Ikongo,District,MG23,Vatovavy Fitovinany
MG23212,Vohipeno,District,MG23,Vatovavy Fitovinany
MG24216,Ihosy,District,MG24,Ihorombe
MG24218,Ivohibe,District,MG24,Ihorombe
MG24221,Iakora,District,MG24,Ihorombe
MG25213,Farafangana,District,MG25,Atsimo Atsinanana
MG25214,Vangaindrano,District,MG25,Atsimo Atsinanana
MG25215,Midongy-Atsimo,District,MG25,Atsimo Atsinanana
MG25217,Vondrozo,District,MG25,Atsimo Atsinanana
MG25222,Befotaka,District,MG25,Atsimo Atsinanana
MG31301,Toamasina I,District,MG31,Atsinanana
MG31306,Brickaville,District,MG31,Atsinanana
MG31307,Vatomandry,District,MG31,Atsinanana
MG31308,Mahanoro,District,MG31,Atsinanana
MG31309,Marolambo,District,MG31,Atsinanana
MG31310,Toamasina II,District,MG31,Atsinanana
MG31311,Antanambao Manampontsy,District,MG31,Atsinanana
MG32302,Sainte Marie,District,MG32,Analanjirofo
MG32303,Maroantsetra,District,MG32,Analanjirofo
MG32304,Mananara-Avaratra,District,MG32,Analanjirofo
MG32305,Fenerive Est,District,MG32,Analanjirofo
MG32315,Vavatenina,District,MG32,Analanjirofo
MG32318,Soanierana Ivongo,District,MG32,Analanjirofo
MG33312,Amparafaravola,District,MG33,Alaotra Mangoro
MG33313,Ambatondrazaka,District,MG33,Alaotra Mangoro
MG33314,Moramanga,District,MG33,Alaotra Mangoro
MG33316,Andilamena,District,MG33,Alaotra Mangoro
MG33317,Anosibe-An'ala,District,MG33,Alaotra Mangoro
MG41401,Mahajanga I,District,MG41,Boeny
MG41403,Soalala,District,MG41,Boeny
MG41405,Ambato Boeni,District,MG41,Boeny
MG41406,Marovoay,District,MG41,Boeny
MG41407,Mitsinjo,District,MG41,Boeny
MG41415,Mahajanga II,District,MG41,Boeny
MG42409,Port-Berge (Boriziny-Vaovao),District,MG42,Sofia
MG42410,Mandritsara,District,MG42,Sofia
MG42411,Analalava,District,MG42,Sofia
MG42412,Befandriana Nord,District,MG42,Sofia
MG42413,Antsohihy,District,MG42,Sofia
MG42414,Bealanana,District,MG42,Sofia
MG42423,Mampikony,District,MG42,Sofia
MG43404,Maevatanana,District,MG43,Betsiboka
MG43408,Tsaratanana,District,MG43,Betsiboka
MG43416,Kandreho,District,MG43,Betsiboka
MG44402,Besalampy,District,MG44,Melaky
MG44417,Ambatomainty,District,MG44,Melaky
MG44420,Antsalova,District,MG44,Melaky
MG44421,Maintirano,District,MG44,Melaky
MG44422,Morafenobe,District,MG44,Melaky
MG51501,Toliary-I,District,MG51,Atsimo Andrefana
MG51503,Beroroha,District,MG51,Atsimo Andrefana
MG51504,Morombe,District,MG51,Atsimo Andrefana
MG51505,Ankazoabo,District,MG51,Atsimo Andrefana
MG51506,Betioky Atsimo,District,MG51,Atsimo Andrefana
MG51507,Ampanihy Ouest,District,MG51,Atsimo Andrefana
MG51512,Sakaraha,District,MG51,Atsimo Andrefana
MG51520,Toliary-II,District,MG51,Atsimo Andrefana
MG51521,Benenitra,District,MG51,Atsimo Andrefana
MG52513,Beloha,District,MG52,Androy
MG52514,Tsihombe,District,MG52,Androy
MG52516,Ambovombe-Androy,District,MG52,Androy
MG52518,Bekily,District,MG52,Androy
MG53515,Taolagnaro,District,MG53,Anosy
MG53517,Betroka,District,MG53,Anosy
MG53519,Amboasary-Atsimo,District,MG53,Anosy
MG54502,Manja,District,MG54,Menabe
MG54508,Morondava,District,MG54,Menabe
MG54509,Mahabo,District,MG54,Menabe
MG54510,Belo Sur Tsiribihina,District,MG54,Menabe
MG54511,Miandrivazo,District,MG54,Menabe
MG71713,Antsiranana II,District,MG71,Diana
MG71715,Antsiranana I,District,MG71,Diana
MG71717,Ambilobe,District,MG71,Diana
MG71718,Nosy-Be,District,MG71,Diana
MG71719,Ambanja,District,MG71,Diana
MG72710,Antalaha,District,MG72,Sava
MG72711,Sambava,District,MG72,Sava
MG72712,Andapa,District,MG72,Sava
MG72716,Vohemar,District,MG72,Sava
MG11101001,1er Arrondissement,Commune,MG11101001A,1er Arrondissement
MG11101002,2e Arrondissement,Commune,MG11101002A,2e Arrondissement
MG11101003,3e Arrondissement,Commune,MG11101003A,3e Arrondissement
MG11101004,4e Arrondissement,Commune,MG11101004A,4e Arrondissement
MG11101005,5e Arrondissement,Commune,MG11101005A,5e Arrondissement
MG11101006,6e Arrondissement,Commune,MG11101006A,6e Arrondissement
MG11102010,Alasora,Commune,MG11102,Antananarivo Avaradrano
MG11102039,Ankadikely Ilafy,Commune,MG11102,Antananarivo Avaradrano
MG11102050,Ambohimanambola,Commune,MG11102,Antananarivo Avaradrano
MG11102079,Sabotsy Namehana,Commune,MG11102,Antananarivo Avaradrano
MG11102099,Ambohimangakely,Commune,MG11102,Antananarivo Avaradrano
MG11102210,Manandriana,Commune,MG11102,Antananarivo Avaradrano
MG11102230,Ambohimalaza Miray,Commune,MG11102,Antananarivo Avaradrano
MG11102279,Fiaferana,Commune,MG11102,Antananarivo Avaradrano
MG11102319,Ambohimanga Rova,Commune,MG11102,Antananarivo Avaradrano
MG11102350,Viliahazo,Commune,MG11102,Antananarivo Avaradrano
MG11102379,Talata Volonondry,Commune,MG11102,Antananarivo Avaradrano
MG11102390,Anjeva Gara,Commune,MG11102,Antananarivo Avaradrano
MG11102410,Masindray,Commune,MG11102,Antananarivo Avaradrano
MG11102430,Ankadinandriana,Commune,MG11102,Antananarivo Avaradrano
MG11103010,Ambohidratrimo,Commune,MG11103,Ambohidratrimo
MG11103030,Anosiala,Commune,MG11103,Ambohidratrimo
MG11103050,Talatamaty,Commune,MG11103,Ambohidratrimo
MG11103070,Antehiroka,Commune,MG11103,Ambohidratrimo
MG11103090,Iarinarivo,Commune,MG11103,Ambohidratrimo
MG11103111,Ivato Firaisana,Commune,MG11103,Ambohidratrimo
MG11103112,Ivato Aeroport,Commune,MG11103,Ambohidratrimo
MG11103130,Ambohitrimanjaka,Commune,MG11103,Ambohidratrimo
MG11103150,Mahitsy,Commune,MG11103,Ambohidratrimo
MG11103171,Merimandroso,Commune,MG11103,Ambohidratrimo
MG11103172,Ambatolampy,Commune,MG11103,Ambohidratrimo
MG11103190,Ampangabe,Commune,MG11103,Ambohidratrimo
MG11103210,Ampanotokana,Commune,MG11103,Ambohidratrimo
MG11103230,Mananjara,Commune,MG11103,Ambohidratrimo
MG11103251,Manjakavaradrano,Commune,MG11103,Ambohidratrimo
MG11103252,Antsahafilo,Commune,MG11103,Ambohidratrimo
MG11103270,Ambohimanjaka,Commune,MG11103,Ambohidratrimo
MG11103290,Fiadanana,Commune,MG11103,Ambohidratrimo
MG11103310,Mahabo,Commune,MG11103,Ambohidratrimo
MG11103330,Mahereza,Commune,MG11103,Ambohidratrimo
MG11103350,Antanetibe,Commune,MG11103,Ambohidratrimo
MG11103370,Ambohipihaonana,Commune,MG11103,Ambohidratrimo
MG11103390,Ambato,Commune,MG11103,Ambohidratrimo
MG11103410,Anjanadoria,Commune,MG11103,Ambohidratrimo
MG11103430,Avaratsena,Commune,MG11103,Ambohidratrimo
MG11104010,Ankazobe,Commune,MG11104,Ankazobe
MG11104030,Talata Angavo,Commune,MG11104,Ankazobe
MG11104050,Ambohitromby,Commune,MG11104,Ankazobe
MG11104071,Antotohazo,Commune,MG11104,Ankazobe
MG11104072,Marondry,Commune,MG11104,Ankazobe
MG11104090,Fihaonana,Commune,MG11104,Ankazobe
MG11104110,Mahavelona,Commune,MG11104,Ankazobe
MG11104130,Fiadanana,Commune,MG11104,Ankazobe
MG11104150,Tsaramasoandro,Commune,MG11104,Ankazobe
MG11104170,Ambolotarakely,Commune,MG11104,Ankazobe
MG11104190,Antakavana,Commune,MG11104,Ankazobe
MG11104210,Kiangara,Commune,MG11104,Ankazobe
MG11104230,Miantso,Commune,MG11104,Ankazobe
MG11106011,Manjakandriana,Commune,MG11106,Manjakandriana
MG11106012,Ambatolaona,Commune,MG11106,Manjakandriana
MG11106030,Sambaina,Commune,MG11106,Manjakandriana
MG11106050,Ambohibary,Commune,MG11106,Manjakandriana
MG11106070,Ambatomanga,Commune,MG11106,Manjakandriana
MG11106090,Alarobia,Commune,MG11106,Manjakandriana
MG11106110,Mantasoa,Commune,MG11106,Manjakandriana
MG11106130,Ranovao,Commune,MG11106,Manjakandriana
MG11106150,Miadanandriana,Commune,MG11106,Manjakandriana
MG11106170,Nandihizana,Commune,MG11106,Manjakandriana
MG11106190,Anjepy,Commune,MG11106,Manjakandriana
MG11106210,Ambanitsena,Commune,MG11106,Manjakandriana
MG11106230,Ambohitrandriamanitra,Commune,MG11106,Manjakandriana
MG11106251,Ambatomena,Commune,MG11106,Manjakandriana
MG11106252,Ambohibao Sud,Commune,MG11106,Manjakandriana
MG11106271,Ambohitseheno,Commune,MG11106,Manjakandriana
MG11106272,Antsahalalina,Commune,MG11106,Manjakandriana
MG11115031,Sabotsy Ambohitromby,Commune,MG11115,Andramasina
MG11115032,Andohariana,Commune,MG11115,Andramasina
MG11115050,Mandrosoa,Commune,MG11115,Andramasina
MG11117470,Ambatofahavalo,Commune,MG11117,Antananarivo Atsimondrano
MG12108001,Antsenakely Andraikiba,Commune,MG12108,Antsirabe I
MG12108002,Ampatana Mandriankeniheny,Commune,MG12108,Antsirabe I
MG12114050,Ampitatafika,Commune,MG12114,Antanifotsy
MG12114079,Ambatomiady,Commune,MG12114,Antanifotsy
MG12114090,Andranofito,Commune,MG12114,Antanifotsy
MG21205290,Fenoarivo,Commune,MG21205,Ambalavao
MG21208010,Ambohimahasoa,Commune,MG21208,Ambohimahasoa
MG21208030,Ampitana,Commune,MG21208,Ambohimahasoa
MG22223090,Ambohipo,Commune,MG22223,Manandriana
MG22223110,Anjoman'ankona,Commune,MG22223,Manandriana
MG22223130,Vinany Andakatanikely,Commune,MG22223,Manandriana
MG23211111,Ankarimbelo,Commune,MG23211,Ikongo
MG23211112,Antodinga,Commune,MG23211,Ikongo
MG23211113,Kalafotsy,Commune,MG23211,Ikongo
MG25222012,Antondabe,Commune,MG25222,Befotaka
MG25222031,Marovitsika Sud,Commune,MG25222,Befotaka
MG25222032,Antaninarenina,Commune,MG25222,Befotaka
MG11106290,Ambohitrony,Commune,MG11106,Manjakandriana
MG11106310,Merikanjaka,Commune,MG11106,Manjakandriana
MG11106330,Anjoma Betoho,Commune,MG11106,Manjakandriana
MG11106351,Ankazondandy,Commune,MG11106,Manjakandriana
MG11106352,Soavinandriana,Commune,MG11106,Manjakandriana
MG11106371,Ambohitrolomahitsy,Commune,MG11106,Manjakandriana
MG11106372,Ampaneva,Commune,MG11106,Manjakandriana
MG11106390,Sadabe,Commune,MG11106,Manjakandriana
MG11107019,Anjozorobe,Commune,MG11107,Anjozorobe
MG11107070,Mangamila,Commune,MG11107,Anjozorobe
MG11107099,Ambongamarina,Commune,MG11107,Anjozorobe
MG11107110,Tsarasaotra,Commune,MG11107,Anjozorobe
MG11107130,Ambohimanarina Marovazaha,Commune,MG11107,Anjozorobe
MG11107150,Betatao,Commune,MG11107,Anjozorobe
MG11107170,Alakamisy,Commune,MG11107,Anjozorobe
MG11107190,Analaroa,Commune,MG11107,Anjozorobe
MG11107211,Antanetibe,Commune,MG11107,Anjozorobe
MG11107212,Belanitra,Commune,MG11107,Anjozorobe
MG11107230,Ambatomanoina,Commune,MG11107,Anjozorobe
MG11107250,Amparatanjona,Commune,MG11107,Anjozorobe
MG11107270,Amboasary Nord,Commune,MG11107,Anjozorobe
MG11107290,Androvakely,Commune,MG11107,Anjozorobe
MG11107310,Ambohibary Vohilena,Commune,MG11107,Anjozorobe
MG11107330,Ambohimirary,Commune,MG11107,Anjozorobe
MG11107350,Marotsipoy,Commune,MG11107,Anjozorobe
MG11107370,Beronono,Commune,MG11107,Anjozorobe
MG11115010,Andramasina,Commune,MG11115,Andramasina
MG11115071,Alatsinainy Bakaro,Commune,MG11115,Andramasina
MG11115072,Antotohazo,Commune,MG11115,Andramasina
MG11115091,Ambohimiadana,Commune,MG11115,Andramasina
MG11115092,Tankafatra,Commune,MG11115,Andramasina
MG11115110,Alarobia Vatosola,Commune,MG11115,Andramasina
MG11115130,Fitsinjovana Bakaro,Commune,MG11115,Andramasina
MG11115150,Sabotsy Manjakavahoaka,Commune,MG11115,Andramasina
MG11115170,Anosibe Trimoloharano,Commune,MG11115,Andramasina
MG11117011,Ampitatafika,Commune,MG11117,Antananarivo Atsimondrano
MG11117012,Anosizato Andrefana,Commune,MG11117,Antananarivo Atsimondrano
MG11117030,Andranonahoatra,Commune,MG11117,Antananarivo Atsimondrano
MG11117050,Ambohidrapeto,Commune,MG11117,Antananarivo Atsimondrano
MG11117070,Bemasoandro,Commune,MG11117,Antananarivo Atsimondrano
MG11117090,Fiombonana,Commune,MG11117,Antananarivo Atsimondrano
MG11117110,Itaosy,Commune,MG11117,Antananarivo Atsimondrano
MG11117130,Ambavahaditokana,Commune,MG11117,Antananarivo Atsimondrano
MG11117150,Tanjombato,Commune,MG11117,Antananarivo Atsimondrano
MG11117170,Andoharanofotsy,Commune,MG11117,Antananarivo Atsimondrano
MG11117190,Ankaraobato,Commune,MG11117,Antananarivo Atsimondrano
MG11117210,Soalandy,Commune,MG11117,Antananarivo Atsimondrano
MG11117230,Antanetikely,Commune,MG11117,Antananarivo Atsimondrano
MG11117250,Alatsinainy Ambazaha,Commune,MG11117,Antananarivo Atsimondrano
MG11117270,Ampanefy,Commune,MG11117,Antananarivo Atsimondrano
MG11117290,Ankadimanga,Commune,MG11117,Antananarivo Atsimondrano
MG11117311,Fenoarivo,Commune,MG11117,Antananarivo Atsimondrano
MG11117312,Alakamisy Fenoarivo,Commune,MG11117,Antananarivo Atsimondrano
MG11117330,Soavina,Commune,MG11117,Antananarivo Atsimondrano
MG11117350,Ambohijanaka,Commune,MG11117,Antananarivo Atsimondrano
MG11117370,Ampahitrosy,Commune,MG11117,Antananarivo Atsimondrano
MG11117390,Bongatsara,Commune,MG11117,Antananarivo Atsimondrano
MG11117410,Androhibe,Commune,MG11117,Antananarivo Atsimondrano
MG11117430,Tsiafahy,Commune,MG11117,Antananarivo Atsimondrano
MG11117450,Ambalavao,Commune,MG11117,Antananarivo Atsimondrano
MG12108003,Soamalaza Mahatsinjo,Commune,MG12108,Antsirabe I
MG12108004,Antsirabe Afovoany Atsinanana,Commune,MG12108,Antsirabe I
MG12108005,Manodidina Ny Gara Ambilombe,Commune,MG12108,Antsirabe I
MG12108006,Mahazoarivo Avarabohitra,Commune,MG12108,Antsirabe I
MG12109010,Betafo,Commune,MG12109,Betafo
MG12109030,Andranomafana,Commune,MG12109,Betafo
MG12109050,Mandritsara,Commune,MG12109,Betafo
MG12109070,Alakamisy Anativato,Commune,MG12109,Betafo
MG12109090,Antsoso,Commune,MG12109,Betafo
MG12109110,Tritriva,Commune,MG12109,Betafo
MG12109130,Soavina,Commune,MG12109,Betafo
MG12109150,Manohisoa,Commune,MG12109,Betafo
MG12109170,Ambatonikolahy,Commune,MG12109,Betafo
MG12109190,Antohobe,Commune,MG12109,Betafo
MG12109211,Mahaiza,Commune,MG12109,Betafo
MG12109212,Anosiarivo Manapa,Commune,MG12109,Betafo
MG12109230,Alakamisy Marososona,Commune,MG12109,Betafo
MG12109250,Ambohimanambola,Commune,MG12109,Betafo
MG12109270,Ambohimasina,Commune,MG12109,Betafo
MG12109290,Inanantonana,Commune,MG12109,Betafo
MG12109390,Alarobia Bemaha,Commune,MG12109,Betafo
MG12109490,Andrembesoa,Commune,MG12109,Betafo
MG12110010,Ambatolampy,Commune,MG12110,Ambatolampy
MG12110030,Morarano,Commune,MG12110,Ambatolampy
MG12110050,Ambohipihaonana,Commune,MG12110,Ambatolampy
MG12110070,Manjakatompo,Commune,MG12110,Ambatolampy
MG12110090,Ambatondrakalavao,Commune,MG12110,Ambatolampy
MG12110110,Andriambilany,Commune,MG12110,Ambatolampy
MG12110130,Belambo Firaisana,Commune,MG12110,Ambatolampy
MG12110150,Andravola Vohipeno,Commune,MG12110,Ambatolampy
MG12110170,Tsiafajavona Ankaratra,Commune,MG12110,Ambatolampy
MG12110190,Ambodifarihy Fenomanana,Commune,MG12110,Ambatolampy
MG12110210,Sabotsy Namatoana,Commune,MG12110,Ambatolampy
MG12110230,Antanimasaka,Commune,MG12110,Ambatolampy
MG12110250,Behenjy,Commune,MG12110,Ambatolampy
MG12110270,Antsampandrano,Commune,MG12110,Ambatolampy
MG12110291,Antanamalaza,Commune,MG12110,Ambatolampy
MG12110292,Antakasina,Commune,MG12110,Ambatolampy
MG12110310,Tsinjoarivo,Commune,MG12110,Ambatolampy
MG12110330,Andranovelona,Commune,MG12110,Ambatolampy
MG12114010,Antanifotsy,Commune,MG12114,Antanifotsy
MG12114030,Ambatolahy,Commune,MG12114,Antanifotsy
MG12114110,Ambohimandroso,Commune,MG12114,Antanifotsy
MG12114150,Ambatotsipihina,Commune,MG12114,Antanifotsy
MG12114171,Ambohitompoina,Commune,MG12114,Antanifotsy
MG12114172,Belanitra,Commune,MG12114,Antanifotsy
MG12114199,Antsahalava,Commune,MG12114,Antanifotsy
MG12114230,Ambodiriana,Commune,MG12114,Antanifotsy
MG12114290,Antsampandrano,Commune,MG12114,Antanifotsy
MG12116010,Faratsiho,Commune,MG12116,Faratsiho
MG12116030,Antsampanimahazo,Commune,MG12116,Faratsiho
MG12116050,Faravohitra,Commune,MG12116,Faratsiho
MG12116070,Ramainandro,Commune,MG12116,Faratsiho
MG12116090,Andranomiady,Commune,MG12116,Faratsiho
MG12116110,Vinaninony Atsimo,Commune,MG12116,Faratsiho
MG12116130,Ambohiborona,Commune,MG12116,Faratsiho
MG12116150,Miandrarivo,Commune,MG12116,Faratsiho
MG12116170,Valabetokana,Commune,MG12116,Faratsiho
MG12118010,Ambano,Commune,MG12118,Antsirabe II
MG12118030,Belazao,Commune,MG12118,Antsirabe II
MG12118050,Alakamisy,Commune,MG12118,Antsirabe II
MG12118070,Antanimandry,Commune,MG12118,Antsirabe II
MG12118090,Vinaninkarena,Commune,MG12118,Antsirabe II
MG12118110,Andranomanelatra,Commune,MG12118,Antsirabe II
MG12118130,Ambohidranandriana,Commune,MG12118,Antsirabe II
MG12118150,Ambohimiarivo,Commune,MG12118,Antsirabe II
MG12118170,Ambohitsimanova,Commune,MG12118,Antsirabe II
MG12118190,Mangarano,Commune,MG12118,Antsirabe II
MG12118210,Manandona,Commune,MG12118,Antsirabe II
MG12118230,Antsoatany,Commune,MG12118,Antsirabe II
MG12118250,Alatsinainy Ibity,Commune,MG12118,Antsirabe II
MG12118270,Sahanivotry Manandona,Commune,MG12118,Antsirabe II
MG12118290,Soanindrariny,Commune,MG12118,Antsirabe II
MG12118310,Ambatomena,Commune,MG12118,Antsirabe II
MG12118331,Ambohibary,Commune,MG12118,Antsirabe II
MG12118332,Mandrosohasina,Commune,MG12118,Antsirabe II
MG12118350,Tsarahonenana Sahanivotry,Commune,MG12118,Antsirabe II
MG12118370,Antanambao,Commune,MG12118,Antsirabe II
MG12120010,Mandoto,Commune,MG12120,Mandoto
MG12120030,Betsohana,Commune,MG12120,Mandoto
MG12120050,Antanambao Ambary,Commune,MG12120,Mandoto
MG12120070,Anjoma Ramartina,Commune,MG12120,Mandoto
MG12120090,Ankazomiriotra,Commune,MG12120,Mandoto
MG12120110,Fidirana,Commune,MG12120,Mandoto
MG12120130,Vasiana,Commune,MG12120,Mandoto
MG12120150,Vinany,Commune,MG12120,Mandoto
MG13105010,Arivonimamo I,Commune,MG13105,Arivonimamo
MG13105030,Arivonimamo II,Commune,MG13105,Arivonimamo
MG13105050,Ambohitrambo,Commune,MG13105,Arivonimamo
MG13105070,Ampahimanga,Commune,MG13105,Arivonimamo
MG13105090,Amboanana,Commune,MG13105,Arivonimamo
MG13105110,Morafeno,Commune,MG13105,Arivonimamo
MG13105130,Imerintsiatosika,Commune,MG13105,Arivonimamo
MG13105150,Morarano,Commune,MG13105,Arivonimamo
MG13105170,Ambatomirahavavy,Commune,MG13105,Arivonimamo
MG13105190,Ambatomanga,Commune,MG13105,Arivonimamo
MG13105211,Manalalondo,Commune,MG13105,Arivonimamo
MG13105212,Antenimbe,Commune,MG13105,Arivonimamo
MG13105213,Alakamisikely,Commune,MG13105,Arivonimamo
MG13105214,Mahatsinjo Est,Commune,MG13105,Arivonimamo
MG13105215,Marofangady,Commune,MG13105,Arivonimamo
MG13105216,Rambolamasoandro Andranomiely,Commune,MG13105,Arivonimamo
MG13105230,Ambohimandry,Commune,MG13105,Arivonimamo
MG13105250,Antambolo,Commune,MG13105,Arivonimamo
MG13105270,Ambohimasina,Commune,MG13105,Arivonimamo
MG13105291,Ambohipandrano,Commune,MG13105,Arivonimamo
MG13105292,Miandrandra,Commune,MG13105,Arivonimamo
MG13105310,Miantsoarivo,Commune,MG13105,Arivonimamo
MG13112010,Miarinarivo I,Commune,MG13112,Miarinarivo
MG13112030,Miarinarivo II,Commune,MG13112,Miarinarivo
MG13112050,Ambatomanjaka,Commune,MG13112,Miarinarivo
MG13112071,Manazary,Commune,MG13112,Miarinarivo
MG13112072,Antoby Est,Commune,MG13112,Miarinarivo
MG13112090,Soamahamanina,Commune,MG13112,Miarinarivo
MG13112111,Analavory,Commune,MG13112,Miarinarivo
MG13112112,Alatsinainikely,Commune,MG13112,Miarinarivo
MG13112130,Mandiavato,Commune,MG13112,Miarinarivo
MG13112151,Anosibe Ifanja,Commune,MG13112,Miarinarivo
MG13112152,Sarobaratra Ifanja,Commune,MG13112,Miarinarivo
MG13112170,Zoma Bealoka,Commune,MG13112,Miarinarivo
MG13112190,Soavimbazaha,Commune,MG13112,Miarinarivo
MG13112210,Andolofotsy,Commune,MG13112,Miarinarivo
MG13113011,Soavinandriana,Commune,MG13113,Soavinandriana
MG13113012,Dondona,Commune,MG13113,Soavinandriana
MG13113030,Ampary,Commune,MG13113,Soavinandriana
MG13113050,Mananasy,Commune,MG13113,Soavinandriana
MG13113071,Masindray,Commune,MG13113,Soavinandriana
MG13113072,Amparibohitra,Commune,MG13113,Soavinandriana
MG13113090,Ampefy,Commune,MG13113,Soavinandriana
MG13113110,Antanetibe,Commune,MG13113,Soavinandriana
MG13113131,Amparaky,Commune,MG13113,Soavinandriana
MG13113132,Amberomanga,Commune,MG13113,Soavinandriana
MG13113150,Ankaranana,Commune,MG13113,Soavinandriana
MG13113170,Mahavelona,Commune,MG13113,Soavinandriana
MG13113190,Ankisabe,Commune,MG13113,Soavinandriana
MG13113210,Ambatoasana Centre,Commune,MG13113,Soavinandriana
MG13113230,Tamponala,Commune,MG13113,Soavinandriana
MG14111010,Tsiroanomandidy Ville,Commune,MG14111,Tsiroanomandidy
MG14111030,Tsiroanomandidy Fihaonana,Commune,MG14111,Tsiroanomandidy
MG14111051,Ambatolampy,Commune,MG14111,Tsiroanomandidy
MG14111052,Maritampona,Commune,MG14111,Tsiroanomandidy
MG14111070,Bevato,Commune,MG14111,Tsiroanomandidy
MG14111090,Ankadinondry Sakay,Commune,MG14111,Tsiroanomandidy
MG14111110,Ankerana Avaratra,Commune,MG14111,Tsiroanomandidy
MG14111130,Miandrarivo,Commune,MG14111,Tsiroanomandidy
MG14111150,Tsinjoarivo Imanga,Commune,MG14111,Tsiroanomandidy
MG14111170,Soanierana,Commune,MG14111,Tsiroanomandidy
MG14111190,Anosy,Commune,MG14111,Tsiroanomandidy
MG14111210,Ambararatabe,Commune,MG14111,Tsiroanomandidy
MG14111230,Belobaka,Commune,MG14111,Tsiroanomandidy
MG14111250,Ambalanirana,Commune,MG14111,Tsiroanomandidy
MG14111270,Mahasolo,Commune,MG14111,Tsiroanomandidy
MG14111290,Bemahatazana,Commune,MG14111,Tsiroanomandidy
MG14111310,Fierenana,Commune,MG14111,Tsiroanomandidy
MG14111330,Maroharona,Commune,MG14111,Tsiroanomandidy
MG14119010,Fenoarivo Centre,Commune,MG14119,Fenoarivobe
MG14119031,Firavahana,Commune,MG14119,Fenoarivobe
MG14119032,Morarano Maritampona,Commune,MG14119,Fenoarivobe
MG14119051,Kiranomena,Commune,MG14119,Fenoarivobe
MG14119052,Tsinjoarivo 22,Commune,MG14119,Fenoarivobe
MG14119053,Mahajeby,Commune,MG14119,Fenoarivobe
MG14119071,Ambohitromby,Commune,MG14119,Fenoarivobe
MG14119072,Ambatomainty Atsimo,Commune,MG14119,Fenoarivobe
MG21201001,Tanana Ambony,Commune,MG21201,Fianarantsoa I
MG21201002,Tanana Ambany,Commune,MG21201,Fianarantsoa I
MG21201003,Andrainjato Avaratra,Commune,MG21201,Fianarantsoa I
MG21201004,Andrainjato Sud,Commune,MG21201,Fianarantsoa I
MG21201005,Manolafaka,Commune,MG21201,Fianarantsoa I
MG21201006,Lalazana,Commune,MG21201,Fianarantsoa I
MG21201007,Vatosola,Commune,MG21201,Fianarantsoa I
